Wall time,Step,Value
1716730615.814749,1024,-53.90070724487305
1716730633.240343,2048,-53.0595703125
1716730652.747131,3072,-49.521728515625
1716730676.9464984,4096,-49.12046051025391
1716730699.0582457,5120,-48.55811309814453
1716730721.6233575,6144,-52.16487503051758
1716730745.3382623,7168,-54.20102310180664
1716730825.4322762,8192,-55.61555099487305
1716730907.695619,9216,-56.75927734375
1716730985.9243715,10240,-57.30976486206055
1716731057.8934052,11264,-57.823692321777344
1716731120.0566945,12288,-58.35249710083008
1716731181.3253694,13312,-58.87590789794922
1716731242.931897,14336,-57.36170196533203
1716731305.2885575,15360,-57.91330337524414
1716731365.7089343,16384,-58.77485656738281
1716731427.0573237,17408,-57.61306381225586
1716731487.7340777,18432,-55.83269119262695
1716731547.7383397,19456,-56.1093635559082
1716731608.696592,20480,-55.65488815307617
1716731669.7458303,21504,-53.4996223449707
1716731731.634663,22528,-51.927772521972656
1716731792.7625687,23552,-50.23714828491211
1716731854.419932,24576,-50.661922454833984
1716731916.107718,25600,-49.705509185791016
1716731975.853798,26624,-46.90397644042969
1716732038.0464149,27648,-45.09690856933594
1716732099.72111,28672,-45.99480819702149
1716732161.7314105,29696,-43.01954650878906
1716732222.6218326,30720,-42.22658920288086
1716732284.7552626,31744,-41.58370971679688
1716732345.806303,32768,-41.97133255004883
1716732405.9978142,33792,-41.13237762451172
1716732466.995005,34816,-38.3388900756836
1716732531.7014985,35840,-36.31634140014648
1716732593.0938585,36864,-36.99600601196289
1716732655.2484512,37888,-33.09321212768555
1716732715.0410144,38912,-33.00424575805664
1716732777.936283,39936,-29.76545524597168
1716732840.0559375,40960,-28.125364303588867
1716732902.1930342,41984,-24.10784149169922
1716732966.2448888,43008,-17.215871810913086
1716733028.9004111,44032,-16.183576583862305
1716733092.9446783,45056,-11.010287284851074
1716733151.0167148,46080,-9.851880073547363
1716733212.2692778,47104,-3.810335874557495
1716733276.6730328,48128,1.8359860181808472
1716733337.7489235,49152,7.515598297119141
1716733399.96251,50176,14.569438934326172
1716733459.167619,51200,17.33719825744629
1716733520.166664,52224,27.705493927001957
1716733577.7148778,53248,28.224912643432617
1716733635.8775506,54272,27.39919853210449
1716733695.9430988,55296,32.724483489990234
1716733758.624296,56320,45.05313873291016
1716733817.1584997,57344,44.69374084472656
1716733878.6964126,58368,54.96212005615234
1716733938.4294777,59392,55.40657043457031
1716734001.2807016,60416,64.71356964111328
1716734061.369019,61440,64.6123046875
1716734124.0637543,62464,71.64569854736328
1716734184.8184392,63488,77.71566772460938
1716734243.4208124,64512,80.37867736816406
1716734303.928752,65536,80.31855773925781
1716734365.6281629,66560,85.6527328491211
1716734427.0992632,67584,95.1123046875
1716734488.2954445,68608,98.05915832519533
1716734551.5954106,69632,108.03692626953124
1716734612.658504,70656,109.49285125732422
1716734675.1449308,71680,115.45419311523438
1716734734.1446798,72704,118.93473815917967
1716734796.257109,73728,122.13867950439452
1716734857.569054,74752,124.90452575683594
1716734916.7130375,75776,127.00238800048828
1716734975.8551075,76800,128.73513793945312
1716735040.3023884,77824,130.82937622070312
1716735109.5576491,78848,136.36241149902344
1716735169.8853784,79872,135.8204803466797
1716735230.2781234,80896,136.4528045654297
1716735291.016062,81920,145.69915771484375
1716735352.5361245,82944,145.9995574951172
1716735416.090417,83968,150.7286834716797
1716735478.1719797,84992,156.85716247558594
1716735538.723848,86016,161.79222106933594
1716735598.2679884,87040,162.88088989257812
1716735657.5404572,88064,163.97686767578125
1716735718.083346,89088,168.36361694335938
1716735778.418494,90112,176.2758026123047
1716735840.5652158,91136,180.5988006591797
1716735902.4726644,92160,187.66665649414065
1716735963.744665,93184,195.08409118652344
1716736025.7821636,94208,197.06448364257807
1716736089.455921,95232,203.23287963867188
1716736152.7392652,96256,207.06976318359372
1716736216.972912,97280,207.5887756347656
1716736278.440845,98304,213.6731109619141
1716736339.340501,99328,219.794189453125
1716736402.680748,100352,228.8487701416016
1716736464.8154309,101376,238.05404663085935
1716736526.3570106,102400,246.99240112304688
1716736587.9928164,103424,253.0767364501953
1716736649.532417,104448,258.473876953125
1716736712.2658262,105472,271.50946044921875
1716736773.3990426,106496,281.020751953125
1716736834.469118,107520,290.5097961425781
